record_id,visit_date,month,season,region,state,city,attraction,origin_country,party_type,party_size,accommodation,purpose,stay_nights,avg_spend_usd_per_person,satisfaction_rating_1_5
1080,2023-07-29,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Hotel,Business,4,190.91,4.0
1081,2018-02-24,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Family,3,Resort,Leisure,1,231.15,4.5
1082,2025-02-28,2,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,4,Hotel,Education/Research,4,195.92,4.0
1083,2021-04-09,4,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,Other,Family,1,Hotel,Leisure,5,115.05,3.5
1084,2021-09-07,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Germany,Couple,1,Hotel,Leisure,3,183.22,5.0
1085,2018-01-15,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,4,Hotel,Leisure,4,290.38,4.8
1086,2021-02-06,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,4,Hotel,Visiting Friends/Family,5,215.22,4.5
1087,2023-07-20,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Event/Conference,3,171.71,5.0
1088,2018-02-10,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Vacation Rental,Visiting Friends/Family,6,175.8,3.3
1089,2021-09-12,9,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,2,Hotel,Visiting Friends/Family,2,93.21,4.1
1090,2021-07-13,7,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,2,Hotel,Leisure,4,232.91,4.2
1091,2019-07-24,7,Summer,South,FL,Miami,South Beach / Art Deco,France,Couple,1,Hotel,Leisure,3,175.31,4.1
1092,2021-11-29,11,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Solo,1,Hostel,Leisure,5,159.86,3.6
1093,2019-03-08,3,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,Canada,Family,4,Hotel,Visiting Friends/Family,0,218.25,4.2
1094,2020-11-03,11,Autumn,Northeast,DC,Washington DC,National Mall / Museums,Brazil,Solo,2,Hotel,Visiting Friends/Family,5,154.47,4.3
1095,2020-12-06,12,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,Canada,Family,2,Hotel,Leisure,6,242.99,4.4
1096,2021-01-02,1,Winter,West,CA,Yosemite,Yosemite National Park,United States,Couple,1,Vacation Rental,Leisure,1,148.65,4.1
1097,2023-05-03,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Family,2,Hotel,Visiting Friends/Family,2,200.94,3.9
1098,2019-10-02,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,2,Resort,Leisure,3,155.78,4.8
1099,2020-10-11,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Vacation Rental,Leisure,1,164.34,2.8
1100,2022-11-18,11,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Germany,Group,1,Hotel,Event/Conference,4,160.66,3.9
1101,2025-05-16,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Family,5,Resort,Leisure,4,137.48,4.6
1102,2022-08-02,8,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,3,Hotel,Leisure,3,228.97,3.3
1103,2018-06-05,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,China,Family,2,Hotel,Leisure,2,254.94,4.1
1104,2025-10-20,10,Autumn,South,FL,Miami,South Beach / Art Deco,Other,Family,3,Hotel,Event/Conference,1,238.68,4.7
1105,2025-10-03,10,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Solo,1,Resort,Business,4,223.7,4.5
1106,2024-06-15,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,4,Resort,Leisure,4,196.91,4.3
1107,2020-08-05,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,3,Hotel,Leisure,1,191.73,5.0
1108,2022-03-16,3,Spring,South,FL,Miami,South Beach / Art Deco,United Kingdom,Group,2,Hotel,Leisure,1,255.89,3.8
1109,2023-09-09,9,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Solo,4,Hotel,Event/Conference,3,111.1,4.7
1110,2023-08-03,8,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,China,Family,1,Vacation Rental,Leisure,8,216.33,3.9
1111,2025-02-07,2,Winter,South,FL,Miami,South Beach / Art Deco,United States,Family,2,Vacation Rental,Leisure,4,182.11,3.9
1112,2020-09-19,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Vacation Rental,Visiting Friends/Family,1,133.87,3.5
1113,2020-10-18,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,4,Vacation Rental,Leisure,4,250.71,4.2
1114,2023-01-17,1,Winter,Northeast,NY,Niagara Falls,Niagara Falls,India,Couple,3,Resort,Business,4,95.05,4.6
1115,2024-03-17,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Hotel,Leisure,3,195.19,4.1
1116,2024-03-14,3,Spring,South,FL,Miami,South Beach / Art Deco,Canada,Family,2,Hotel,Leisure,5,156.54,4.3
1117,2021-07-06,7,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,1,Hotel,Leisure,2,152.71,4.3
1118,2023-06-06,6,Summer,West,CA,Yosemite,Yosemite National Park,United States,Solo,5,Hotel,Leisure,3,95.71,3.8
1119,2018-04-04,4,Spring,South,FL,Miami,South Beach / Art Deco,United States,Family,3,Hotel,Leisure,2,228.9,4.7
1120,2021-01-20,1,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Hotel,Education/Research,4,217.36,3.8
1121,2025-09-23,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,2,Vacation Rental,Leisure,4,240.43,4.1
1122,2019-06-12,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,1,Vacation Rental,Leisure,4,189.04,4.1
1123,2023-06-17,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,4,Resort,Leisure,4,191.43,4.3
1124,2020-09-26,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,Other,Family,2,Hotel,Leisure,2,106.73,4.5
1125,2019-10-01,10,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Family,2,Hotel,Leisure,4,89.17,5.0
1126,2021-11-14,11,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Solo,3,Hostel,Leisure,6,85.63,4.7
1127,2018-07-08,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,Other,Solo,2,Hotel,Leisure,4,239.51,4.4
1128,2021-09-01,9,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,1,Hotel,Leisure,5,188.82,4.8
1129,2025-09-24,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,1,Hostel,Leisure,4,189.85,4.2
1130,2019-06-05,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Solo,2,Vacation Rental,Education/Research,6,176.27,5.0
1131,2019-03-24,3,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,2,Hotel,Leisure,1,151.61,4.2
1132,2024-10-28,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Hotel,Leisure,4,212.33,3.8
1133,2022-10-05,10,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,3,Hotel,Visiting Friends/Family,3,274.16,2.6
1134,2020-11-29,11,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,1,Hotel,Leisure,8,291.48,5.0
1135,2022-03-24,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Solo,3,Resort,Leisure,1,175.69,3.6
1136,2021-01-10,1,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,1,Resort,Visiting Friends/Family,5,182.94,4.5
1137,2024-08-09,8,Summer,South,FL,Miami,South Beach / Art Deco,United States,Family,1,Hotel,Leisure,1,134.9,3.3
1138,2018-12-17,12,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,2,Hotel,Leisure,4,222.03,5.0
1139,2022-03-19,3,Spring,Northeast,DC,Washington DC,National Mall / Museums,India,Family,3,Hotel,Business,0,190.42,5.0
1140,2023-07-18,7,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,China,Family,2,Camping,Event/Conference,5,225.42,4.0
1141,2023-01-02,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,India,Couple,1,Hotel,Leisure,1,75.51,3.7
1142,2021-07-30,7,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,1,Resort,Business,2,102.93,4.6
1143,2019-04-30,4,Spring,West,CA,Yosemite,Yosemite National Park,Other,Couple,3,Vacation Rental,Leisure,4,172.96,4.2
1144,2022-02-07,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Visiting Friends/Family,0,249.14,3.6
1145,2025-06-13,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,1,Hotel,Leisure,2,168.06,4.4
1146,2022-12-14,12,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,1,Resort,Leisure,2,171.23,4.4
1147,2019-11-29,11,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,5,Hotel,Leisure,1,209.71,4.3
1148,2020-09-18,9,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Family,3,Hotel,Business,3,210.28,3.8
1149,2021-12-08,12,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,3,Hotel,Leisure,2,209.47,2.9
1150,2024-05-25,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Family,2,Hotel,Leisure,3,162.11,3.2
1151,2022-08-29,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,4,Hotel,Education/Research,3,142.86,3.4
1152,2024-12-06,12,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,2,Hotel,Leisure,5,239.92,4.5
1153,2018-06-14,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United Kingdom,Solo,2,Hotel,Leisure,2,283.08,4.0
1154,2019-10-23,10,Autumn,West,WY,Yellowstone,Yellowstone National Park,Other,Solo,1,Hotel,Visiting Friends/Family,2,100.83,4.4
1155,2025-03-02,3,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Family,1,Vacation Rental,Leisure,1,99.12,4.4
1156,2025-03-04,3,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Family,2,Hotel,Leisure,4,175.07,3.8
1157,2025-01-29,1,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,Other,Couple,1,Hotel,Leisure,5,123.97,3.9
1158,2020-11-05,11,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United Kingdom,Group,2,Friends/Family,Leisure,4,160.62,3.9
1159,2019-11-23,11,Autumn,West,CA,Los Angeles,Hollywood / Beaches,Australia,Family,3,Hotel,Leisure,0,189.4,4.2
1160,2018-08-20,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Hotel,Leisure,6,199.9,3.7
1161,2018-06-11,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,4,Hotel,Leisure,3,239.38,4.4
1162,2021-03-18,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,2,Vacation Rental,Leisure,5,193.75,3.9
1163,2019-10-12,10,Autumn,West,WA,Seattle,Pike Place / Space Needle,Canada,Couple,1,Hotel,Leisure,3,153.62,4.5
1164,2025-07-18,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,2,Hotel,Business,1,303.71,4.0
1165,2021-11-04,11,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,1,Hotel,Leisure,0,42.01,3.7
1166,2020-01-15,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Resort,Leisure,3,234.31,3.4
1167,2023-07-01,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Leisure,0,177.99,4.0
1168,2021-02-18,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,Germany,Solo,5,Vacation Rental,Leisure,4,261.67,4.1
1169,2018-09-27,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,2,Hotel,Leisure,4,158.38,3.6
1170,2025-01-22,1,Winter,Northeast,NY,Niagara Falls,Niagara Falls,Other,Family,4,Hotel,Leisure,0,167.19,4.2
1171,2018-04-20,4,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Couple,2,Vacation Rental,Leisure,2,145.62,4.5
1172,2022-07-21,7,Summer,Northeast,DC,Washington DC,National Mall / Museums,United Kingdom,Solo,1,Resort,Leisure,1,236.83,4.7
1173,2021-01-19,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,India,Group,4,Hotel,Visiting Friends/Family,3,249.33,4.2
1174,2021-10-06,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Hotel,Event/Conference,2,255.87,5.0
1175,2018-12-23,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Resort,Leisure,5,244.91,4.7
1176,2024-12-09,12,Winter,West,CA,Los Angeles,Hollywood / Beaches,Other,Family,5,Hotel,Leisure,5,89.31,4.2
1177,2025-06-30,6,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Group,1,Hotel,Leisure,5,255.96,4.1
1178,2024-12-08,12,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Business,8,251.42,3.5
1179,2025-02-08,2,Winter,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,4,Vacation Rental,Visiting Friends/Family,1,140.8,4.3
1180,2019-03-27,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Couple,1,Hotel,Leisure,5,185.06,3.6
1181,2018-04-17,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,4,Hotel,Leisure,4,204.07,3.8
1182,2025-07-14,7,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,Canada,Group,1,Resort,Business,2,317.8,4.5
1183,2021-07-07,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Vacation Rental,Leisure,5,159.49,4.9
1184,2025-07-09,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,1,Resort,Leisure,2,315.42,3.7
1185,2018-07-18,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Couple,1,Hotel,Leisure,3,202.46,3.4
1186,2021-09-08,9,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Leisure,2,270.67,4.2
1187,2022-06-01,6,Summer,South,FL,Miami,South Beach / Art Deco,Canada,Family,1,Hotel,Leisure,3,229.55,5.0
1188,2023-10-01,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Group,3,Hotel,Leisure,3,165.0,4.5
1189,2021-12-23,12,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,2,Hotel,Leisure,5,215.04,3.9
1190,2021-12-09,12,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,1,Hotel,Leisure,4,166.25,3.0
1191,2025-10-14,10,Autumn,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,1,Hotel,Leisure,1,145.17,3.9
1192,2022-12-22,12,Winter,West,CA,Yosemite,Yosemite National Park,United Kingdom,Solo,1,Hotel,Leisure,2,134.39,5.0
1193,2021-06-21,6,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,3,Hotel,Leisure,3,187.29,4.1
1194,2018-05-09,5,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,3,Hotel,Visiting Friends/Family,3,161.08,4.3
1195,2022-06-20,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,India,Solo,1,Hotel,Leisure,7,223.88,3.9
1196,2018-03-01,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Solo,2,Hotel,Leisure,3,188.45,4.5
1197,2024-02-07,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,1,Hotel,Leisure,2,235.23,4.3
1198,2018-02-19,2,Winter,West,CA,Yosemite,Yosemite National Park,United States,Solo,2,Hotel,Business,2,133.58,3.2
1199,2020-09-24,9,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,2,Resort,Leisure,5,178.69,4.8
1200,2022-07-14,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,1,Resort,Leisure,3,197.46,3.7
1201,2019-09-04,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Group,1,Friends/Family,Leisure,4,211.63,5.0
1202,2018-04-19,4,Spring,Northeast,NY,Niagara Falls,Niagara Falls,United States,Solo,1,Hotel,Leisure,4,196.46,4.3
1203,2022-02-02,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,3,Friends/Family,Leisure,3,185.67,4.8
1204,2023-04-10,4,Spring,West,CA,Yosemite,Yosemite National Park,United States,Group,1,Vacation Rental,Visiting Friends/Family,4,185.3,4.7
1205,2025-05-24,5,Spring,West,CA,Yosemite,Yosemite National Park,United Kingdom,Family,4,Hotel,Visiting Friends/Family,4,130.54,3.1
1206,2023-10-26,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,2,Vacation Rental,Business,4,176.69,3.8
1207,2018-07-18,7,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,1,Hotel,Business,1,280.65,3.1
1208,2023-04-21,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,2,Hotel,Visiting Friends/Family,3,183.88,5.0
1209,2021-09-27,9,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,2,Friends/Family,Leisure,1,131.26,4.5
1210,2019-03-06,3,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,4,Hotel,Leisure,3,143.64,3.8
1211,2022-05-19,5,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Group,7,Camping,Leisure,2,271.05,4.1
1212,2023-12-22,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,3,Hostel,Leisure,3,222.26,3.7
1213,2022-05-06,5,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United Kingdom,Family,2,Vacation Rental,Leisure,4,135.66,4.2
1214,2020-08-14,8,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,Other,Couple,4,Resort,Leisure,0,244.35,4.1
1215,2022-09-22,9,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,India,Family,2,Hotel,Business,1,147.78,4.6
1216,2022-01-09,1,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,1,Resort,Business,5,116.82,4.7
1217,2024-04-25,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United Kingdom,Solo,2,Vacation Rental,Leisure,2,170.57,3.3
1218,2019-06-13,6,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,Other,Solo,1,Hotel,Leisure,4,219.28,5.0
1219,2022-09-12,9,Autumn,West,WA,Seattle,Pike Place / Space Needle,Canada,Couple,1,Resort,Visiting Friends/Family,4,269.17,4.5
1220,2022-10-15,10,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,1,Hotel,Leisure,2,224.0,4.1
1221,2019-01-30,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,3,Hotel,Leisure,1,183.95,3.9
1222,2019-01-20,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,6,Vacation Rental,Leisure,4,285.47,4.1
1223,2021-07-03,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,India,Solo,1,Hotel,Business,2,246.65,3.6
1224,2020-03-20,3,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,1,Friends/Family,Leisure,3,211.52,3.8
1225,2021-05-04,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Canada,Solo,1,Hotel,Leisure,3,258.79,3.5
1226,2023-01-06,1,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Couple,2,Hotel,Leisure,4,174.97,4.3
1227,2019-09-29,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,India,Couple,1,Hotel,Event/Conference,2,191.69,3.7
1228,2025-08-29,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Hotel,Leisure,5,245.75,4.5
1229,2019-11-08,11,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Vacation Rental,Visiting Friends/Family,5,180.03,4.2
1230,2018-10-19,10,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,1,Hotel,Leisure,3,117.5,4.2
1231,2022-04-22,4,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,1,Hotel,Leisure,0,209.23,3.3
1232,2024-08-04,8,Summer,West,WY,Yellowstone,Yellowstone National Park,United States,Family,4,Hotel,Leisure,3,170.21,5.0
1233,2022-06-11,6,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,1,Vacation Rental,Leisure,2,166.15,3.3
1234,2021-06-25,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Vacation Rental,Leisure,3,285.81,5.0
1235,2022-09-26,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Hotel,Leisure,5,152.24,4.4
1236,2021-12-25,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,1,Hotel,Leisure,2,187.75,4.9
1237,2024-09-29,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Canada,Family,4,Resort,Leisure,2,253.24,4.5
1238,2023-02-06,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,Other,Family,3,Hotel,Leisure,2,189.95,3.5
1239,2018-12-13,12,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,France,Couple,3,Resort,Leisure,7,225.08,4.3
1240,2021-03-10,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,1,Resort,Visiting Friends/Family,2,110.19,4.0
1241,2020-10-02,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,5,Resort,Leisure,1,260.55,4.8
1242,2021-04-29,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Group,2,Hotel,Leisure,3,241.56,5.0
1243,2024-09-30,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,3,Resort,Leisure,4,193.55,3.8
1244,2018-12-03,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Hotel,Business,2,291.38,4.8
1245,2024-04-19,4,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Couple,2,Hotel,Visiting Friends/Family,5,175.17,5.0
1246,2025-10-09,10,Autumn,South,FL,Miami,South Beach / Art Deco,Other,Couple,3,Hotel,Leisure,1,230.96,4.0
1247,2020-07-12,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,India,Group,3,Resort,Leisure,2,228.65,4.7
1248,2018-01-18,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,3,Hotel,Leisure,6,254.87,4.0
1249,2025-10-30,10,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Solo,5,Friends/Family,Leisure,3,189.46,3.6
1250,2019-01-28,1,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Family,4,Hotel,Leisure,1,151.99,3.7
1251,2020-04-27,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Group,1,Hotel,Leisure,6,229.76,4.6
1252,2023-05-22,5,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Solo,2,Resort,Visiting Friends/Family,3,252.9,3.3
1253,2023-11-02,11,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,3,Hotel,Leisure,1,229.56,4.3
1254,2022-01-14,1,Winter,West,CA,Yosemite,Yosemite National Park,United States,Solo,1,Hotel,Leisure,1,138.72,4.8
1255,2025-03-15,3,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Family,1,Hotel,Leisure,0,180.31,3.2
1256,2022-06-09,6,Summer,West,CA,Yosemite,Yosemite National Park,United States,Solo,3,Hotel,Leisure,6,159.91,4.8
1257,2023-03-31,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,3,Hotel,Leisure,2,268.94,3.7
1258,2020-05-03,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,4,Hotel,Leisure,5,210.34,4.6
1259,2020-11-16,11,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,2,Hotel,Leisure,4,414.92,3.7
1260,2023-06-03,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Hotel,Leisure,3,101.57,2.9
1261,2018-07-18,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,Germany,Solo,1,Camping,Leisure,2,244.4,3.8
1262,2021-05-28,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,2,Hotel,Leisure,1,181.96,4.1
1263,2024-04-16,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,4,Hotel,Leisure,2,331.74,2.9
1264,2022-02-19,2,Winter,West,CA,Los Angeles,Hollywood / Beaches,Other,Family,2,Friends/Family,Leisure,1,155.4,4.4
1265,2019-12-21,12,Winter,Northeast,DC,Washington DC,National Mall / Museums,Other,Group,2,Hotel,Visiting Friends/Family,3,284.28,3.6
1266,2021-02-19,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,Germany,Couple,2,Hotel,Leisure,2,160.99,4.5
1267,2020-06-08,6,Summer,West,CA,Yosemite,Yosemite National Park,Brazil,Family,2,Resort,Leisure,4,157.42,4.0
1268,2024-01-20,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,1,Hotel,Leisure,1,232.38,3.7
1269,2021-02-16,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,2,Vacation Rental,Leisure,3,199.75,4.9
1270,2025-06-14,6,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,Brazil,Family,1,Hotel,Leisure,5,294.7,4.9
1271,2021-03-29,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Vacation Rental,Leisure,3,276.97,4.5
1272,2023-02-07,2,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,Brazil,Family,2,Hotel,Leisure,4,122.44,4.2
1273,2018-05-19,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,1,Hotel,Leisure,2,116.46,4.7
1274,2018-06-18,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,2,Resort,Leisure,4,209.92,4.2
1275,2018-03-30,3,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Solo,1,Hotel,Leisure,4,128.96,4.9
1276,2025-03-22,3,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,3,Hotel,Leisure,3,177.41,5.0
